epoch,loss,mrcnn_bbox_loss,mrcnn_class_loss,mrcnn_mask_loss,rpn_bbox_loss,rpn_class_loss,val_loss,val_mrcnn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_bbox_loss,val_rpn_class_loss
0,7.178314208984375,1.205536127090454,3.105586528778076,1.8889011144638062,0.9622398614883423,0.0160512775182724,7.17386531829834,1.205536127090454,3.099334955215454,1.8889013528823853,0.9622398614883423,0.017853187397122383
1,4.096402168273926,0.9616244435310364,1.2114359140396118,0.9707952737808228,0.9345464706420898,0.01800023764371872,2.0700364112854004,0.7709555625915527,0.2152206003665924,0.3322569727897644,0.7414255738258362,0.010177921503782272
2,1.8709239959716797,0.5866157412528992,0.19848684966564178,0.3179095983505249,0.7596250176429749,0.008286675438284874,1.5204250812530518,0.5101844072341919,0.2384353131055832,0.29566168785095215,0.47210997343063354,0.004033566918224096
3,1.3200072050094604,0.4039038121700287,0.1551014930009842,0.28581175208091736,0.47014403343200684,0.0050460780039429665,1.1072133779525757,0.3083952069282532,0.1372804194688797,0.25993475317955017,0.3982710540294647,0.0033318810164928436
4,1.0885372161865234,0.2984175384044647,0.1443166434764862,0.25096434354782104,0.39207690954208374,0.0027617053128778934,0.9450036287307739,0.23984794318675995,0.17379727959632874,0.2529553174972534,0.2753961682319641,0.003006888087838888
5,1.0119882822036743,0.2633586525917053,0.1950206607580185,0.25374943017959595,0.2955596148967743,0.004299894906580448,1.001727819442749,0.25527000427246094,0.25135481357574463,0.2328689843416214,0.25501924753189087,0.007214800454676151
6,0.9334213137626648,0.2395550012588501,0.18358711898326874,0.22854956984519958,0.2790070176124573,0.0027226186357438564,0.917675793170929,0.24462667107582092,0.13193218410015106,0.22540800273418427,0.3129631578922272,0.002745750593021512
7,0.868801474571228,0.2213379591703415,0.17192108929157257,0.23630468547344208,0.23600700497627258,0.003230737056583166,0.7918225526809692,0.21237823367118835,0.14693962037563324,0.23852595686912537,0.19167008996009827,0.0023086194414645433
8,0.7984620928764343,0.19864138960838318,0.13067884743213654,0.23869435489177704,0.2281475067138672,0.0023000510409474373,0.8206868171691895,0.21371369063854218,0.1770232617855072,0.22724778950214386,0.2000989466905594,0.002603176748380065
9,0.7763848900794983,0.19035248458385468,0.1384313404560089,0.22509029507637024,0.22095417976379395,0.0015565763460472226,0.7393616437911987,0.1499708592891693,0.09743799269199371,0.2180451601743698,0.2710551619529724,0.002852496923878789
10,0.768513023853302,0.1829901933670044,0.12416454404592514,0.21805015206336975,0.24096032977104187,0.0023477845825254917,0.7308870553970337,0.17456607520580292,0.18306557834148407,0.2131401002407074,0.15694406628608704,0.0031712776981294155
11,0.7271779775619507,0.17004790902137756,0.14902392029762268,0.21835021674633026,0.18654046952724457,0.003215388162061572,0.6778753995895386,0.1600399613380432,0.15649238228797913,0.21152225136756897,0.14749683439731598,0.002323953900486231
12,0.7109394073486328,0.16088025271892548,0.13401398062705994,0.21671147644519806,0.19617746770381927,0.0031562265940010548,0.7903140783309937,0.18722184002399445,0.135381281375885,0.21201619505882263,0.25384387373924255,0.0018508853390812874
13,0.7280815839767456,0.16342350840568542,0.10931295156478882,0.21733935177326202,0.23586301505565643,0.002142722252756357,0.8394039273262024,0.17057880759239197,0.23566028475761414,0.20700828731060028,0.22266140580177307,0.003495101584121585
14,0.7923923134803772,0.14069460332393646,0.19219616055488586,0.2097557783126831,0.2482244074344635,0.0015214013401418924,0.7332111597061157,0.12953761219978333,0.1684575080871582,0.20164935290813446,0.2298099547624588,0.003756751772016287
15,0.8278111219406128,0.14418600499629974,0.19174256920814514,0.20382466912269592,0.2839650511741638,0.004092836286872625,0.6986629962921143,0.13376390933990479,0.21265950798988342,0.20392140746116638,0.14423680305480957,0.004081311635673046
16,0.663191020488739,0.1209835559129715,0.1619710773229599,0.19379685819149017,0.1845904290676117,0.001849111751653254,0.6611062288284302,0.12416896969079971,0.21227006614208221,0.19621923565864563,0.12631838023662567,0.002129552187398076
17,0.6678819060325623,0.13617417216300964,0.17861798405647278,0.1970512866973877,0.154164656996727,0.0018738219514489174,0.6716166734695435,0.14942413568496704,0.18485409021377563,0.19342859089374542,0.14251381158828735,0.001396041945554316
18,0.6430734992027283,0.14005303382873535,0.1591133177280426,0.18959695100784302,0.1523139476776123,0.0019962743390351534,0.5444906949996948,0.10761117935180664,0.1255652755498886,0.18647725880146027,0.12286367267370224,0.0019733456429094076
19,0.5737358331680298,0.12329016625881195,0.13862095773220062,0.19064131379127502,0.11937622725963593,0.0018071539234369993,0.48860812187194824,0.10418244451284409,0.1015908494591713,0.1857071965932846,0.09484277665615082,0.0022848504595458508
20,0.47577986121177673,0.08482512086629868,0.10461614280939102,0.18129844963550568,0.10348206758499146,0.0015580483013764024,0.47891440987586975,0.09048634022474289,0.10663451999425888,0.18183168768882751,0.09797252714633942,0.0019893022254109383
21,0.4751152992248535,0.09245504438877106,0.09909852594137192,0.18450409173965454,0.09796683490276337,0.0010908062104135752,0.46319371461868286,0.0894293263554573,0.09076465666294098,0.17416323721408844,0.10776760429143906,0.001068915706127882
22,0.4775117039680481,0.09506867080926895,0.0984497219324112,0.17907993495464325,0.10322997719049454,0.0016833575209602714,0.44453778862953186,0.07479232549667358,0.09783802926540375,0.18110425770282745,0.08857326954603195,0.002229879144579172
23,0.44758838415145874,0.08942584693431854,0.09559179842472076,0.1743549406528473,0.08684540539979935,0.0013704044977203012,0.4477214813232422,0.06695641577243805,0.12316902726888657,0.17721900343894958,0.07945571094751358,0.0009213177254423499
24,0.4421708583831787,0.06847100704908371,0.10791169106960297,0.17234380543231964,0.09197472780942917,0.0014696300495415926,0.416160523891449,0.0690254420042038,0.09947691857814789,0.1702425181865692,0.07587768882513046,0.0015380114782601595
25,0.4234376549720764,0.06747026741504669,0.09818392992019653,0.17583608627319336,0.07992121577262878,0.0020261763129383326,0.4062458872795105,0.062368422746658325,0.10406263917684555,0.17314641177654266,0.06525497138500214,0.0014134428929537535
26,0.40137892961502075,0.05921349674463272,0.09452488273382187,0.16807927191257477,0.07756738364696503,0.0019938708283007145,0.4118858277797699,0.06212543323636055,0.1002211943268776,0.17440097033977509,0.0735832005739212,0.001555038383230567
27,0.3882957100868225,0.057030946016311646,0.09461389482021332,0.17298786342144012,0.062062568962574005,0.0016004558419808745,0.36960476636886597,0.056687600910663605,0.0830739289522171,0.17374613881111145,0.05501502752304077,0.0010820882162079215
28,0.40042629837989807,0.06410862505435944,0.08966507762670517,0.17738434672355652,0.06819519400596619,0.0010730656795203686,0.3790832757949829,0.06532810628414154,0.09040417522192001,0.1685521900653839,0.05371478945016861,0.0010840112809091806
29,0.4041248857975006,0.07771842181682587,0.09423382580280304,0.16998128592967987,0.060501061379909515,0.0016902906354516745,0.35325711965560913,0.046801142394542694,0.09100153297185898,0.1679723709821701,0.04656374081969261,0.0009183185175061226
30,0.379728227853775,0.06069346144795418,0.09514615684747696,0.17135760188102722,0.05094214528799057,0.0015888626221567392,0.366151362657547,0.05254080891609192,0.09543042629957199,0.16420555114746094,0.05222732573747635,0.001747209345921874
31,0.37357816100120544,0.05904235318303108,0.09180784225463867,0.16386285424232483,0.05745517089962959,0.0014099681284278631,0.3457280099391937,0.051725804805755615,0.08461607992649078,0.1606973260641098,0.04777321219444275,0.0009156103478744626
32,0.35660162568092346,0.04941907897591591,0.0808083713054657,0.16979937255382538,0.055374931544065475,0.0011998728150501847,0.35653385519981384,0.04146989434957504,0.0857175812125206,0.1642238348722458,0.06411273777484894,0.0010098266648128629
33,0.37214726209640503,0.059892505407333374,0.0833481177687645,0.1646498739719391,0.06296809017658234,0.0012886456679552794,0.3432207703590393,0.044005267322063446,0.08877053111791611,0.16560997068881989,0.043212540447711945,0.0016224728897213936
34,0.3698554039001465,0.05820817872881889,0.09466395527124405,0.165513813495636,0.050033777952194214,0.0014356723986566067,0.3347802460193634,0.047847796231508255,0.0794861763715744,0.16502954065799713,0.04056180641055107,0.0018549185479059815
35,0.332845538854599,0.03996935114264488,0.07442796230316162,0.16481690108776093,0.052207671105861664,0.0014236323768272996,0.3297384977340698,0.037367094308137894,0.08203570544719696,0.16367200016975403,0.04483736306428909,0.0018263539532199502
36,0.3466985821723938,0.044938378036022186,0.0866071879863739,0.16518616676330566,0.048939403146505356,0.0010274396045133471,0.30751708149909973,0.03475850075483322,0.07787076383829117,0.16089871525764465,0.03278467431664467,0.001204462954774499
37,0.32855623960494995,0.033823512494564056,0.0736420601606369,0.16149449348449707,0.058534275740385056,0.00106187688652426,0.3040432333946228,0.036375485360622406,0.06914982199668884,0.16009530425071716,0.037528328597545624,0.0008943151915445924
38,0.3207426965236664,0.03982394188642502,0.07421613484621048,0.16149523854255676,0.044142089784145355,0.0010653103236109018,0.30735349655151367,0.032115597277879715,0.07518474757671356,0.15809382498264313,0.040189340710639954,0.0017699807649478316
39,0.316491037607193,0.03756381571292877,0.08103073388338089,0.15598233044147491,0.04095052182674408,0.0009636211907491088,0.28919416666030884,0.02807297743856907,0.07360170036554337,0.15424829721450806,0.031528256833553314,0.0017429764848202467
40,0.291377454996109,0.030181998386979103,0.07077112793922424,0.15642017126083374,0.032239217311143875,0.0017649326473474503,0.2836291193962097,0.027017438784241676,0.07257549464702606,0.15664681792259216,0.026373084634542465,0.0010162797989323735
41,0.2942254841327667,0.03139016404747963,0.06860894709825516,0.15954670310020447,0.03385574370622635,0.0008239308372139931,0.26314178109169006,0.024187296628952026,0.055693209171295166,0.15383155643939972,0.028488989919424057,0.0009407256729900837
42,0.28943005204200745,0.03154986351728439,0.06828368455171585,0.15409377217292786,0.03423488885164261,0.0012678334023803473,0.28956297039985657,0.032169707119464874,0.06854386627674103,0.1553630828857422,0.031262192875146866,0.0022241100668907166
43,0.28043240308761597,0.028675401583313942,0.06132662296295166,0.1508716195821762,0.0377921462059021,0.0017666053026914597,0.27594512701034546,0.028486112132668495,0.06163007766008377,0.1521453559398651,0.032609641551971436,0.0010739549761638045
44,0.2752673327922821,0.027307048439979553,0.06453103572130203,0.15096192061901093,0.03069550357758999,0.0017718322342261672,0.2516387104988098,0.02004328742623329,0.05715532973408699,0.14898386597633362,0.024364953860640526,0.0010912436991930008
45,0.2759471535682678,0.02627870999276638,0.06343713402748108,0.15314877033233643,0.032274384051561356,0.000808168959338218,0.26320335268974304,0.023991141468286514,0.05684947967529297,0.15277989208698273,0.028053143993020058,0.0015297236386686563
46,0.26386207342147827,0.02356581762433052,0.06199799105525017,0.14986158907413483,0.027572352439165115,0.0008643340552225709,0.2555301785469055,0.025591108947992325,0.0581999197602272,0.14541275799274445,0.02533925510942936,0.0009871221845969558
47,0.26144808530807495,0.026169151067733765,0.05613666772842407,0.14852449297904968,0.029772937297821045,0.0008448172593489289,0.2578407824039459,0.02180550806224346,0.06300995498895645,0.1438753604888916,0.02786635234951973,0.0012836051173508167
48,0.26251789927482605,0.02520293928682804,0.061650872230529785,0.14677929878234863,0.027357742190361023,0.0015270407311618328,0.24296383559703827,0.020625941455364227,0.05802469700574875,0.14253836870193481,0.020245755091309547,0.0015291000017896295
49,0.2520690858364105,0.025370929390192032,0.05781891942024231,0.14554175734519958,0.022319134324789047,0.001018358743749559,0.25445497035980225,0.027834391221404076,0.057324398308992386,0.14525160193443298,0.02265813946723938,0.0013864457141608
50,0.27357217669487,0.031563546508550644,0.06443904340267181,0.1443473994731903,0.031984101980924606,0.0012380672851577401,0.27644333243370056,0.037951163947582245,0.05472313240170479,0.1444658786058426,0.03841244429349899,0.0008906630682758987
51,0.27453339099884033,0.030610516667366028,0.05758468061685562,0.14896252751350403,0.036300159990787506,0.001075481646694243,0.2557400166988373,0.030097786337137222,0.049096670001745224,0.14897525310516357,0.026548966765403748,0.001021360163576901
52,0.2598009705543518,0.028946731239557266,0.053483374416828156,0.15036538243293762,0.02620203234255314,0.0008034337079152465,0.26453956961631775,0.02648617886006832,0.060055892914533615,0.1465712934732437,0.030491944402456284,0.0009342640405520797
53,0.26860231161117554,0.03227328136563301,0.06219666078686714,0.14287105202674866,0.030426552519202232,0.0008347439579665661,0.25314560532569885,0.028752397745847702,0.05627710372209549,0.1428043395280838,0.024564746767282486,0.0007469882257282734
54,0.26098841428756714,0.034481193870306015,0.05565040186047554,0.14708971977233887,0.022450607270002365,0.001316488953307271,0.24285654723644257,0.020932653918862343,0.05636146664619446,0.14556637406349182,0.019215160980820656,0.0007808919181115925
55,0.24267907440662384,0.024364670738577843,0.054980624467134476,0.14265742897987366,0.019531914964318275,0.0011444351403042674,0.23851361870765686,0.022223686799407005,0.056308381259441376,0.1426675170660019,0.015737259760499,0.0015767418080940843
56,0.2409815788269043,0.023661863058805466,0.053832679986953735,0.13970252871513367,0.022711236029863358,0.0010732475202530622,0.223971888422966,0.018393775448203087,0.04841679334640503,0.1406812220811844,0.015687992796301842,0.0007921238429844379
57,0.23189814388751984,0.0192936509847641,0.050566088408231735,0.1381951868534088,0.022948287427425385,0.0008949502371251583,0.2201702892780304,0.019299637526273727,0.046103619039058685,0.14026714861392975,0.012978377752006054,0.001521516009233892
58,0.21836808323860168,0.020842159166932106,0.044672004878520966,0.138453409075737,0.013699555769562721,0.0007009313558228314,0.25193578004837036,0.022468427196145058,0.05867651849985123,0.13769908249378204,0.032029565423727036,0.0010621871333569288
59,0.2672513425350189,0.02200152538716793,0.05729232355952263,0.14370569586753845,0.04334131255745888,0.0009105067583732307,0.22676797211170197,0.017904676496982574,0.04571206122636795,0.1392320841550827,0.022981757298111916,0.0009373794309794903
60,0.2485099732875824,0.019202832132577896,0.050753988325595856,0.1392965316772461,0.0381283238530159,0.0011283037019893527,0.23894600570201874,0.01980205997824669,0.05159429833292961,0.1407393515110016,0.02597571536898613,0.0008345651440322399
61,0.2355043888092041,0.021121086552739143,0.049114204943180084,0.14002978801727295,0.02336745336651802,0.001871823100373149,0.22287365794181824,0.01944754645228386,0.04899577051401138,0.13714613020420074,0.016275087371468544,0.0010091033764183521
62,0.24039268493652344,0.031044185161590576,0.04448096454143524,0.13872280716896057,0.0251948032528162,0.0009498955914750695,0.24550870060920715,0.034729667007923126,0.046930812299251556,0.13827791810035706,0.02447802759706974,0.001092259306460619
63,0.24457375705242157,0.02832648530602455,0.05058678239583969,0.1400480717420578,0.024637576192617416,0.0009748319280333817,0.22774653136730194,0.021641332656145096,0.04315241426229477,0.13908031582832336,0.023151511326432228,0.0007209522882476449
64,0.22655698657035828,0.022860156372189522,0.039415452629327774,0.13808533549308777,0.025057703256607056,0.0011383239179849625,0.2264096438884735,0.022441839799284935,0.03673837333917618,0.1384078860282898,0.027751222252845764,0.0010703157167881727
65,0.22916293144226074,0.02015419490635395,0.037867192178964615,0.1406639963388443,0.02941855415701866,0.0010589912999421358,0.206758052110672,0.016143325716257095,0.03816063329577446,0.13274326920509338,0.01862497255206108,0.001085825264453888
