epoch,loss,mrcnn_bbox_loss,mrcnn_class_loss,mrcnn_mask_loss,rpn_bbox_loss,rpn_class_loss,val_loss,val_mrcnn_bbox_loss,val_mrcnn_class_loss,val_mrcnn_mask_loss,val_rpn_bbox_loss,val_rpn_class_loss
0,24416458.0,0.0,6594016.0,0.0,10141603.0,7680836.0,24381468.0,0.0,6594015.5,0.0,10141604.0,7645848.0
1,13.067464828491211,2.750983953475952,1.3043005466461182,0.382982075214386,5.66000509262085,2.969193458557129,4799.9091796875,856.6993408203125,2.685967206954956,0.73675137758255,3828.518310546875,111.26942443847656
2,5.744287967681885,2.012632131576538,0.2980794906616211,0.44314876198768616,2.88527250289917,0.10515527427196503,378.20172119140625,69.50590515136719,0.1641542762517929,0.8298826217651367,302.26788330078125,5.433891773223877
3,4.685759544372559,1.347725749015808,0.17801959812641144,0.3714022636413574,2.7364859580993652,0.05212603881955147,30.307605743408203,5.702459812164307,0.13646820187568665,0.5854847431182861,23.49027442932129,0.39292237162590027
4,3.8337535858154297,1.356403112411499,0.14486739039421082,0.3293464481830597,1.9717586040496826,0.031378187239170074,3.3635222911834717,0.989274799823761,0.11678041517734528,0.44048088788986206,1.790793776512146,0.026192301884293556
5,3.794797897338867,1.266359567642212,0.1672363579273224,0.3292437195777893,2.0042691230773926,0.02768935263156891,2.033212184906006,0.7233162522315979,0.08357653766870499,0.39581841230392456,0.811956524848938,0.018544502556324005
6,3.458035707473755,1.1654713153839111,0.1978442519903183,0.3184385895729065,1.7518799304962158,0.02440149523317814,2.0494065284729004,0.6946001052856445,0.08880579471588135,0.3875765800476074,0.8593882322311401,0.019035818055272102
7,4.1344475746154785,1.1859824657440186,0.14247384667396545,0.33957639336586,2.4400830268859863,0.026331817731261253,2.5336146354675293,0.842816174030304,0.15129536390304565,0.3949533700942993,1.1236522197723389,0.020897217094898224
8,3.426504611968994,1.060076117515564,0.2554570734500885,0.3025509715080261,1.7880144119262695,0.020406242460012436,9.786906242370605,1.095267415046692,0.17497166991233826,0.3735964000225067,8.071259498596191,0.07181151956319809
9,4.137796878814697,1.0418845415115356,0.18278899788856506,0.28893861174583435,2.6002964973449707,0.023888317868113518,8.263823509216309,1.398587942123413,0.20350119471549988,0.38210946321487427,6.214421272277832,0.06520289927721024
